LichessPuzzleId,FEN,Rating,PreLastMovePositionEvaluation,LastMove,CurrentPositionEvaluation,EvaluatedMoves
QHlrd,2r4r/p2qnpk1/1p1p2p1/2p1p3/1PPn3P/P1NPP1P1/3N1PK1/1RQ2R2 b - - 0 19,1982,+102,h2h4 -267,+267,"h8h4 +267,c5b4 +21,d6d5 -90,d4e6 -108,d4f5 -116,g6g5 -139,b6b5 -145,f7f6 -151,c8f8 -155,d7c6 -155,d7b7 -156,c8e8 -157,c8d8 -157,h8h7 -159,h8h6 -160,h8h5 -162,c8b8 -170,c8a8 -170,c8g8 -171,e7c6 -173,d4c6 -173,e7f5 -173,a7a5 -175,a7a6 -183,d7e6 -198,d7f5 -198,d4b5 -213,f7f5 -223,d7g4 -241,c8c6 -241,h8e8 -257,c8c7 -259,d4b3 -266,g7f8 -271,h8d8 -276,h8f8 -283,e5e4 -295,h8g8 -296,d7c7 -316,d7d8 -321,e7g8 -328,g7h7 -342,g7g8 -348,g7f6 -349,d7e8 -352,g7h6 -353,d4e2 -380,d4c2 -392,d4f3 -426,e7d5 -463"
QHrLR,1r6/p7/R2p4/3PkpRp/4p3/bP2K2P/P4P2/8 b - - 1 30,1570,+275,c6a6 -595,+595,"a3c1 +595,a3c5 -107,a3b4 -237,a3b2 -295,e5f6 -331,b8b3 -348,b8c8 -366,h5h4 -412,b8b5 -439,e5d5 -485,b8b7 -501,b8e8 -501,b8d8 -503,b8f8 -503,b8a8 -503,b8h8 -503,b8b4 -503,b8b6 -511,b8g8 -535"
QHt5G,4k3/4PRK1/5P2/8/8/8/8/7r b - - 0 68,1054,+530,f5f6 #-20,#+20,"h1g1 #+20,e8d7 #-15,h1e1 #-14,h1h7 #-14,h1d1 #-11,h1h4 #-11,h1h3 #-10,h1f1 #-10,h1h2 #-10,h1b1 #-10,h1c1 #-10,h1a1 #-9,h1h6 #-9,h1h8 #-8,h1h5 #-8"
QHr0t,4r1k1/6p1/2p1p1Pp/7P/1pP5/pPq5/P3Q3/1K1R4 w - - 2 39,1450,+151,d4c3 #-3,#+3,"e2e6 #+3,d1d2 -130,d1d3 -133,d1f1 -184,d1c1 -197,e2f2 -261,c4c5 -284,d1d6 -287,d1d7 -300,d1h1 -317,d1e1 -318,d1g1 -320,e2h2 -384,e2g2 -432,e2c2 -434,e2d2 -441,d1d5 -804,d1d4 #-7,e2e5 #-5,d1d8 #-4,e2e4 #-1,e2d3 #-1,e2e1 #-1,e2f1 #-1,e2g4 #-1,e2f3 #-1,e2e3 #-1,e2b2 #-1"
QHm7l,1r3rk1/1bbq1ppp/p7/3p1N2/2P1pQ2/1P6/P4PPP/3R1RK1 w - - 4 29,2000,+396,b6c7 -259,+259,"f4g4 +259,f4e4 -411,f4g5 -460,d1d5 -493,f5h6 -545,f4c7 -573,f4e3 -605,f4d2 -615,f4c1 -618,f5d6 -623,f5e7 -633,f4h4 -639,f2f3 -653,f4g3 -662,c4d5 -727,f5e3 -728,f4d6 -729,f1e1 -732,g2g3 -736,d1d4 -736,f4h6 -742,g2g4 -743,f5g3 -750,c4c5 -750,f5d4 -752,f5g7 -756,g1h1 -769,a2a4 -770,h2h3 -776,b3b4 -778,f4f3 -793,a2a3 -799,h2h4 -801,d1b1 -801,f5h4 -801,f4e5 -806,d1e1 -813,d1d2 -819,d1a1 -822,d1c1 -824,d1d3 -878"
QHVuv,1r4k1/1b1q3p/p2p2p1/1p1Ppp2/3QP3/6PB/PP3P2/2R3K1 w - e6 0 28,1689,0,e7e5 -344,+344,"d5e6 +344,d4e3 -9,d4b6 -14,d4b4 -14,d4d2 -16,d4a7 -21,d4d1 -25,d4d3 -29,d4c3 -31,h3f5 -384,c1c8 -508,c1c7 -549,d4e5 -602,d4c5 -611,d4a4 -612,d4c4 -618,g3g4 -652,c1d1 -669,c1c4 -670,e4f5 -675,h3g2 -685,a2a4 -706,b2b3 -730,c1e1 -737,a2a3 -739,h3f1 -743,f2f3 -744,g1h2 -746,g1f1 -747,f2f4 -749,c1b1 -757,c1f1 -759,c1c3 -762,b2b4 -768,c1a1 -771,c1c6 -773,g1g2 -773,c1c2 -774,g1h1 -794,h3g4 -795,c1c5 -817"
QHsXU,6k1/2p2r1p/p2p2pQ/1p1P1p1P/3p1P2/PB1P2R1/1PP1r1RK/4q3 b - - 0 30,2200,+38,h4h5 -639,+639,"e2g2 +639,g8h8 -363,f7g7 -363,f7f6 -505,e1g3 -544,a6a5 -563,e1d2 -582,e1f1 -583,e2d2 -587,f7d7 -598,b5b4 -599,e2e7 -658,e1f2 -745,f7e7 -795,c7c5 -1027,e2c2 #-27,e1d1 #-23,f7f8 #-23,e1g1 #-19,e1h1 #-17,c7c6 #-17,e2e8 #-10,e2f2 #-9,e1c1 #-7,e2e6 #-7,e1a5 #-5,e1b4 #-5,e1c3 #-5,e1a1 #-5,e1b1 #-5,e2e3 #-3,e2e4 #-3,e2e5 #-3,g6g5 #-2"
QHl4D,r2q1k1r/p1ppbpp1/1p3n1p/nQ6/7B/2N2P2/PPP2P1P/3RR1K1 w - - 4 17,1849,+383,c4a5 -253,+253,"h4f6 +253,b2b4 -366,d1d3 -372,b5f5 -373,d1d7 -377,c3e4 -377,b5d3 -387,b5a4 -392,f3f4 -395,b2b3 -400,e1e3 -401,g1f1 -402,g1g2 -403,b5a6 -405,d1d2 -407,g1h1 -408,e1e2 -412,a2a3 -413,b5e2 -417,a2a4 -424,h2h3 -426,b5f1 -426,c3e2 -430,b5e5 -430,d1d4 -430,e1e5 -432,d1b1 -433,c3a4 -435,e1e7 -441,c3b1 -441,h4g3 -443,d1a1 -451,d1c1 -458,e1f1 -469,c3d5 -482,e1e4 -501,e1e6 -555,d1d6 -567,b5d7 -584,h4g5 -585,b5a5 -595,d1d5 -613,b5h5 -618,b5b3 -622,b5b6 -688,b5g5 -694,b5c5 -703,b5b4 -710,b5c6 -711,b5d5 -714"
QHsDB,1k3r2/pp4pp/2p5/6q1/3QP3/1P1P3P/1P6/1K1R4 w - - 0 35,1101,-41,g3g5 -564,+564,"d4d6 +564,d1g1 +23,h3h4 +1,b1c2 0,b1a2 0,d1e1 0,d4b4 0,d4c3 0,e4e5 0,b1a1 0,b3b4 0,d1c1 -4,d1d2 -5,d1h1 -7,d4d7 -9,d4c4 -12,d4g1 -13,d4a4 -34,d4g7 #-37,d4d5 #-22,d4d8 #-20,d4f6 #-17,d4c5 #-16,d4e5 #-13,d1f1 #-11,d4b6 #-9,d4a7 #-9,d4e3 #-7,d4f2 #-6"
QHtQX,4k3/2R2p2/7R/2KQ2p1/3P4/1q2P1P1/1r3PP1/8 b - - 3 34,2294,#-2,c4c5 #-2,#+2,"b3b4 #+2,b3a3 0,b2c2 -370,b3b5 #-26,b3d5 #-22,b3c3 #-20,b3c2 #-20,b3b6 #-4,b3c4 #-3,e8f8 #-2,b3d3 #-1,b3a4 #-1,b3b8 #-1,b3a2 #-1,b3d1 #-1,b2b1 #-1,g5g4 #-1,f7f6 #-1,f7f5 #-1,b3e3 #-1,b2d2 #-1,b2e2 #-1,b3b7 #-1,b2a2 #-1,b2f2 #-1"
QHtCZ,6Q1/8/4p3/3bq3/5kp1/8/5PP1/5BK1 w - - 4 44,2063,-17,g5f4 -546,+546,"g2g3 +546,g8g6 +31,g8f7 +30,g8f8 +30,g8h7 +28,f1d3 +27,g8d8 +7,g8e8 0,g1h2 0,f1a6 0,g8c8 0,f1b5 0,g1h1 0,f2f3 -18,f1c4 -337,f1e2 -370,g8g7 #-20,g8b8 #-10,g8h8 #-10,g8a8 #-10,g8e6 #-7,g8g5 #-6,g8g4 #-6"
QHtjo,8/1p5p/3k2p1/K5P1/2P4P/8/8/8 b - - 0 40,1141,0,b6a5 -633,+633,"d6c5 +633,d6e5 0,d6c6 0,d6c7 0,d6d7 0,d6e6 -505,d6e7 -572,b7b6 -630,b7b5 #-47,h7h6 #-38,h7h5 #-36"
QHq3i,2kr2r1/5p2/p1p1p2p/Pp3p2/1P1P1n2/1B3N2/5P1P/2KR2R1 b - - 2 26,1960,+356,e1g1 -303,+303,"f4e2 +303,g8g1 -199,h6h5 -260,c8c7 -278,c8b7 -305,g8g4 -308,c8b8 -321,g8g6 -328,f4g6 -332,f4h3 -338,f7f6 -348,d8e8 -350,g8f8 -353,d8f8 -366,c8d7 -367,f4h5 -369,g8e8 -377,g8g5 -385,f4g2 -406,g8h8 -409,c6c5 -427,g8g2 -448,f4d5 -471,e6e5 -483,f4d3 -527,g8g3 -573,g8g7 -597,d8d7 -605,d8d5 -621,d8d6 -630,d8d4 -765"
QHqFj,3r1k2/R4pp1/4b2p/8/2P5/2PB4/Pr3PPP/R5K1 b - - 0 23,1019,+11,c7a7 -373,+373,"d8d3 +373,b2d2 0,d8c8 -202,g7g5 -211,g7g6 -236,f8e8 -254,b2b6 -264,h6h5 -276,d8d6 -288,f8g8 -305,b2b8 -314,e6g4 -314,f7f6 -333,f7f5 -334,e6c8 -340,e6d7 -352,d8b8 -380,e6h3 -385,d8e8 -398,b2a2 -400,d8d7 -444,b2f2 -444,b2b3 -493,e6f5 -512,b2b7 -513,e6d5 -525,e6c4 -539,b2b4 -544,b2b1 -573,b2c2 -575,b2e2 -581,b2b5 -581,d8d5 -603,d8d4 -624,d8a8 -624"
QHnzo,4r1k1/p2R1ppp/1ppp4/8/8/2N5/PPq2PPP/3Q2K1 b - - 1 20,803,+519,d2d1 #-2,#+2,"c2d1 #+2,c2b2 -141,d6d5 -232,h7h6 -351,h7h5 -358,g7g6 -362,c2g6 -372,f7f6 -401,a7a5 -402,f7f5 -404,b6b5 -405,a7a6 -405,c2f5 -406,g7g5 -410,c6c5 -410,g8h8 -432,e8e1 -613,c2d3 -669,c2c3 -684,g8f8 -697,c2a4 -752,c2e2 -775,c2f2 -825,c2b3 -931,c2b1 -935,e8f8 #-27,c2c1 #-24,c2d2 #-20,e8c8 #-18,e8a8 #-18,e8b8 #-17,c2e4 #-10,e8e6 #-2,e8e4 #-2,e8e5 #-2,e8e2 #-2,e8e3 #-2,e8e7 #-2,e8d8 #-1"
QHtEQ,8/1p6/2b5/6Q1/8/2k5/2P2PPK/4q3 w - - 15 45,1717,+420,d5c6 -666,+666,"g5a5 +666,g5c5 -380,f2f4 -390,f2f3 -394,g5f5 -398,g5f4 -429,g5h4 -431,g5f6 -432,g5g7 -444,h2g3 -446,g5g3 -492,g5d8 -492,g5g6 -494,g5h5 -508,g5g8 -527,g5g4 -555,g5h6 -555,h2h3 -588,g5e3 -732,g5b5 #-21,g5d5 #-21,g5e7 #-9,g5c1 #-7,g5d2 #-7,g5e5 #-7,g2g4 #-3,g2g3 #-1"
QHtMa,8/p1r3p1/1P1k3p/5p2/1P2p3/4P2P/P2K2P1/8 w - - 0 39,1805,-3,e5d6 -416,+416,"b6c7 +416,b6b7 -602,a2a4 -806,b6a7 -866,g2g4 -906,d2d1 -1001,d2e1 #-39,a2a3 #-38,d2e2 #-38,g2g3 #-37,h3h4 #-36,b4b5 #-31"
QHrHJ,2q3k1/5ppp/8/8/2p1Nn2/5P1P/PPQB1P1K/8 b - - 0 28,904,+308,g2h2 #-2,#+2,"c8h3 #+2,f4d3 -432,f4g6 -514,f4d5 -528,f4h3 -528,f4e6 -528,f4h5 -549,f4e2 -558,g7g5 -562,c8c7 -573,c8f5 -574,c8b8 -576,c8a6 -630,h7h6 -636,c8e6 -648,c4c3 -649,f7f6 -660,g8h8 -663,c8d7 -672,c8c6 -672,g8f8 -687,h7h5 -689,f4g2 -701,c8e8 -722,c8f8 -723,c8b7 -724,c8d8 -731,c8a8 -741,f7f5 -750,g7g6 -780,c8c5 #-19,c8g4 #-18"
QHvBI,8/7p/5pp1/1p3k2/5P2/1P2K3/P1P2P2/8 b - - 4 33,2385,+384,d2e3 -493,+493,"b5b4 +493,f5e6 -394,g6g5 -543,h7h5 -561,h7h6 -576,f5g4 -723"
QHvXd,5R2/3b2kN/p2p4/P1pP4/2P1pp1B/4q3/4B1KP/5Q2 b - - 0 46,1756,+752,b8f8 -244,+244,"d7h3 +244,e3h3 -768,f4f3 #-21,g7g6 #-19,g7h7 #-18,g7h6 #-17,d7c8 #-15,d7e8 #-11,d7g4 #-10,d7f5 #-10,d7e6 #-9,e3e2 #-8,e3c3 #-8,e3d2 #-8,e3d4 #-7,d7c6 #-7,e3a3 #-7,d7b5 #-7,d7a4 #-7,e3f3 #-6,e3g3 #-6,e3f2 #-6,e3d3 #-6,e3c1 #-5,e3g1 #-5,e3b3 #-4"
QHnWW,rnbq1rk1/p4p1p/1p2pbp1/2p5/2PPN3/3Q1N1P/PP3PP1/2KR1B1R w - - 0 12,2022,+53,g7g6 -325,+325,"e4f6 +325,d4c5 +104,d4d5 0,h3h4 0,d3e3 -60,d1d2 -66,f1e2 -76,c1b1 -96,a2a3 -105,h1g1 -106,g2g3 -108,d3a3 -113,g2g4 -114,d3d2 -119,d3b3 -124,d1e1 -136,d3c2 -139,e4c3 -163,f3e5 -166,b2b4 -172,d3e2 -173,d3c3 -178,h1h2 -182,a2a4 -195,b2b3 -197,f3d2 -228,e4g3 -230,c1c2 -230,d3b1 -231,f3h2 -233,f3g1 -240,f3e1 -241,c1d2 -243,e4d2 -244,f3h4 -371,f3g5 -410,e4c5 -421,e4g5 -438,e4d6 -472"
QHnyG,2rq3k/3b3p/p1n1p1P1/Pp1p4/3P1rPb/1N1Q4/1P3P2/RB2R1K1 w - - 0 26,2089,+167,f8f4 -252,+252,"g6g7 +252,g1h1 -488,d3h3 -534,f2f3 -568,g1h2 -577,e1e2 -609,b1c2 -619,e1f1 -625,g1f1 -646,g1g2 -660,e1c1 -666,b3c5 -679,b3c1 -710,e1e5 -712,a1a4 -743,a1a3 -764,e1e3 -787,b3d2 -787,a1a2 -787,e1e6 -810,e1e4 -841,e1d1 -860,d3c2 -930,d3d2 -1040,d3e3 #-29,d3e2 #-29,d3f1 #-29,d3g3 #-27,d3c3 #-22,b1a2 #-18,d3f3 #-18,d3e4 #-17,g4g5 #-16,d3f5 #-16,g6h7 #-15,d3c4 #-13,d3d1 #-13,d3b5 #-12"
QHsFM,rnb2rk1/p1pp1ppp/1p6/4N3/1PBPn1Q1/6P1/P4PqP/RNB1KR2 b Q - 4 13,1984,+329,h1f1 -273,+273,"d7d5 +273,e4f6 -226,e4d2 -294,e4d6 -323,e4g5 -426,e4c5 -467,g7g5 -475,h7h5 -475,g8h8 -490,b8a6 -498,g7g6 -502,e4f2 -525,e4g3 -529,g2f1 -537,b8c6 -551,b6b5 -559,e4c3 -583,g2h2 -585,c8a6 -617,g2h3 -619,g2f2 -624,g2g3 -679,g2f3 -683,c8b7 -721,h7h6 -730,f8e8 -780,g2h1 -855,a7a5 -873,a7a6 -886,c7c5 -898,c7c6 -905,g2g1 -1119,f8d8 #-7,d7d6 #-7"
QHrtR,4r1k1/5ppp/p1R1r3/3p4/QP1q4/P6P/5PP1/2R3K1 b - - 0 23,1667,-141,c3c6 #-4,#+4,"e6e1 #+4,e6e2 +3,g7g6 0,h7h6 -19,d4d2 -28,g7g5 -28,d4b2 -32,h7h5 -38,g8f8 -45,d4f4 -83,d4f6 -129,e8f8 -189,d4e4 -209,d4e5 -232,e6c6 -236,e6e7 -248,e6e5 -250,e6e4 -273,e8d8 -327,d4c4 -541,e6e3 -572,e6f6 -578,e6g6 -578,g8h8 -603,f7f6 -628,e6d6 -642,a6a5 -652,d4d3 -666,d4b4 -700,d4f2 -713,d4a7 -736,f7f5 -745,d4a1 -756,d4h4 -782,d4d1 -782,d4b6 -785,d4g4 -814,d4e3 -918,d4c5 -958,d4c3 #-30,e6h6 #-24,e8e7 #-3,e8a8 #-3,e8b8 #-3,e8c8 #-2"
QHtw3,6k1/p2Q2pp/2p2p2/3p4/1q6/6BP/Pb3PPK/8 w - - 2 25,2164,0,e1b4 -571,+571,"d7e6 +571,d7c6 0,h3h4 -4,d7a7 -5,h2g1 -10,a2a4 -13,h2h1 -14,f2f3 -15,d7c8 -16,d7e8 -19,f2f4 -36,d7c7 -43,g3c7 -45,a2a3 -92,d7f5 -128,g3h4 -138,d7d8 -147,g3e5 -505,g3b8 -508,g3d6 -521,d7d6 -526,d7g4 -538,g3f4 -548,d7g7 -814,d7d5 -816,d7b7 -845,d7e7 -892,d7f7 -951"
QHu5V,2r2k1r/1p1b1p2/8/p2pP1q1/P2P1R2/2P1R1P1/1P2QPK1/8 w - - 6 37,1723,+489,g8h8 -444,+444,"e5e6 +444,e2f3 -226,e2d1 -234,g2g1 -248,b2b4 -255,e3f3 -255,e3d3 -255,b2b3 -262,g2f1 -288,e2c2 -333,e2d3 -360,c3c4 -367,e2e1 -375,f4f7 -422,e2d2 -426,e3e4 -457,f4f6 -479,f4h4 -480,f2f3 -512,e2f1 -530,e2b5 -539,g3g4 -548,f4f5 -621,f4e4 -689,e2h5 -693,e2c4 -739,e2a6 -771,f4g4 -1016,e2g4 #-22,f4f3 #-9,g2f3 #-3"
QHwKW,r2q2k1/8/3p1Q1R/3Pp3/2P5/1PKB1P2/p5r1/R7 b - - 2 36,925,+469,c2c3 #-2,#+2,"d8a5 #+2,d8f6 -460,g2c2 -773,g2g7 #-4,d8b6 #-1,e5e4 #-1,d8c7 #-1,d8d7 #-1,g2g3 #-1,a8c8 #-1,a8b8 #-1,d8f8 #-1,g2g5 #-1,a8a7 #-1,g2g6 #-1,d8e7 #-1,g2h2 #-1,d8b8 #-1,g2g4 #-1,g2f2 #-1,d8e8 #-1,g2e2 #-1,d8c8 #-1,g2b2 #-1,g2d2 #-1,a8a3 #-1,a8a6 #-1,a8a4 #-1,a8a5 #-1,g2g1 #-1"
QHwMK,8/8/6p1/5pKp/P6P/6P1/2k5/5n2 w - - 1 50,2234,-12,e3f1 -485,+485,"a4a5 +485,g5g6 +26,g5f4 0,g5h6 -508,g5f6 -517,g3g4 -645"
QHsid,6k1/pp2qpp1/2pb3p/3p4/3Pr3/2Q2N1P/PPP2PP1/4R1K1 b - - 3 20,1920,-11,d2c3 -431,+431,"d6b4 +431,h6h5 +9,e7e6 +1,g8h7 0,e7d7 0,a7a6 0,f7f5 0,e7e8 0,g8h8 0,g7g6 0,e4e1 0,e4e2 0,g8f8 0,e7f8 0,e7c7 -1,e7f6 -2,d6b8 -3,e4e6 -3,g7g5 -3,e7d8 -3,b7b6 -3,d6f4 -3,d6c7 -3,f7f6 -6,b7b5 -7,a7a5 -9,c6c5 -14,d6a3 -442,d6c5 -442,d6g3 -463,d6h2 -479,d6e5 -479,e4e5 -493,e4e3 -517,e4f4 -556,e4d4 -562,e7h4 -600,e7g5 -620,e4h4 -629,e7e5 -664,e4g4 -696"
QHomu,r4r1k/p5qp/2B5/2n1PbN1/5P2/2P3P1/Q7/R4R1K b - - 0 29,1388,+230,g2c6 -226,+226,"g7h6 +226,a8d8 -200,a8b8 -254,a8c8 -292,c5b7 -376,c5e6 -397,h7h6 -399,a8e8 -418,c5b3 -419,f5g4 -421,f5e6 -429,g7g6 -430,g7c7 -439,f5g6 -442,g7g8 -452,g7e7 -453,h7h5 -457,f5d7 -458,a7a6 -458,f5d3 -460,a7a5 -467,c5d3 -467,f5b1 -473,f8c8 -483,f5e4 -485,c5e4 -489,f8b8 -490,c5d7 -491,c5a6 -494,f8e8 -496,f5c8 -503,c5a4 -505,f8g8 -506,f5h3 -521,f5c2 -544,f8d8 -600,g7d7 -625,g7b7 -661,f8f6 -682,g7g5 -710,f8f7 -731,g7f7 -805,g7f6 -851,g7e5 -932"
QHs11,1r1q2k1/p3rp1b/1p1B1n1p/2pP1Pp1/2PbN3/P2B3P/1PQ3P1/4RR1K b - - 0 26,2315,+294,g3d6 -282,+282,"e7e4 +282,f6e4 -253,b8b7 -357,e7e8 -363,e7b7 -373,e7c7 -377,e7d7 -407,f6d7 -446,f6h5 -447,f6e8 -456,f6d5 -486,g8g7 -489,d4e5 -494,g8f8 -507,g8h8 -511,a7a6 -516,b6b5 -516,a7a5 -517,g5g4 -517,b8a8 -521,d8d6 -524,d8f8 -524,h6h5 -533,f6g4 -544,b8c8 -550,d8d7 -579,d8e8 -592,d4b2 -594,h7f5 -603,e7e5 -605,d8c8 -644,e7e6 -645,d4c3 -677,d8c7 -689,h7g6 -731,d4e3 -766,d4f2 -1058,d4g1 -1089"
QHsdY,r2qk1nr/pppb2bp/3p4/3nppN1/8/2PBB2P/PP3PP1/RN1Q1RK1 w kq - 0 12,1082,+50,e7d5 #-2,#+2,"d1h5 #+2,d3c4 +95,d3f5 +17,d1f3 +10,d3e4 0,c3c4 -125,b1a3 -186,d3c2 -204,f1e1 -205,e3c1 -205,e3d2 -207,f2f4 -243,d1b3 -246,h3h4 -256,a2a4 -264,d3b5 -267,d3a6 -272,g1h1 -276,b1d2 -290,d1e2 -292,a2a3 -294,b2b4 -300,g5e4 -305,g2g3 -313,b2b3 -314,g1h2 -319,g5f3 -331,g5h7 -350,g5f7 -366,d3e2 -422,d1c1 -423,d1d2 -427,d1e1 -427,d1c2 -449,g5e6 -452,g2g4 -505,e3a7 -527,e3c5 -533,e3d4 -541,e3f4 -561,e3b6 -574,f2f3 -585,d1g4 -621,d1a4 -621"
QHsoA,r1r3k1/p2b1ppp/2p1p3/1p2P3/3P4/1PQB1qP1/PK5P/R6R w - - 0 21,956,-78,f4f3 -498,+498,"d3h7 +498,a1e1 +21,a1c1 +9,h1f1 +8,a1d1 0,h1e1 0,h1d1 -13,c3c2 -18,h1c1 -38,a1f1 -42,b3b4 -87,a2a3 -100,h2h4 -103,h1g1 -115,h1b1 -115,a1g1 -116,a1b1 -117,b2a3 -122,b2c2 -131,d3c2 -132,h2h3 -139,d3b1 -141,a2a4 -151,g3g4 -155,c3d2 -171,d4d5 -299,c3e1 -435,d3g6 -468,d3b5 -469,c3c5 -473,c3b4 -478,c3a5 -479,c3c1 -483,d3e4 -489,d3f5 -490,d3c4 -495,d3f1 -506,d3e2 -513,b2b1 -553,b2c1 -557,c3c4 -690,c3c6 -1066"
QHvsA,3r4/b2r2kp/p3p1p1/Pp3p2/1P2pP1Q/N1qbP3/R5PP/2B1R1K1 w - - 2 30,1174,+345,f7g7 -307,+307,"c1b2 +307,a3c2 -146,h2h3 -304,g1h1 -312,h4f2 -312,a3b5 -359,g2g4 -364,h4g3 -369,c1d2 -369,g1f2 -391,a3c4 -396,a3b1 -436,a2b2 -480,a2d2 -496,a2a1 -519,a2c2 -559,e1d1 -579,a2e2 -602,e1e2 -613,h4e7 -621,h4f6 -624,e1f1 -626,h4h7 -742,h4h6 -860,g2g3 #-2,a2f2 #-2,h4h3 #-1,h4g4 #-1,h4d8 #-1,h4g5 #-1,h4h5 #-1"
QHujH,rnbqk2r/pppp1p1p/5b2/4p3/2B3Q1/4P3/PPPP1PPP/R1B1K1NR b KQkq - 0 7,1405,-48,f3g4 -350,+350,"d7d5 +350,c7c6 -66,h7h5 -104,b8c6 -107,a7a5 -131,d7d6 -133,b8a6 -141,d8e7 -152,h8f8 -174,a7a6 -175,b7b5 -177,h7h6 -186,e8e7 -189,e8f8 -194,c7c5 -203,f6g5 -204,b7b6 -208,f6e7 -267,f6h4 -296,e5e4 -353,f6g7 -600,h8g8 -690"
QHvL7,r5k1/1p5p/p1p5/3pNp1b/3Qn3/P3R1rP/1PP2qPK/4RB2 w - - 14 30,2123,+442,g7g3 -448,+448,"e3e4 +448,e5f7 -291,e5c6 -318,e5d3 -332,c2c3 -372,e1e2 -465,d4e4 -486,h3h4 -494,b2b3 -494,h2h1 -496,d4b6 -500,b2b4 -506,e5d7 -507,a3a4 -514,d4d3 -533,e5g4 -533,d4c3 -549,e3d3 -555,c2c4 -555,d4c5 -566,e5g6 -568,e5c4 -569,e3g3 -571,e3f3 -601,e3b3 -639,e3c3 -642,d4a4 -656,d4b4 -656,e1d1 -697,e1c1 -720,e1a1 -740,d4d1 -762,d4d5 -779,d4a7 -779,d4d2 -788,d4c4 -812,e1b1 -847,e5f3 #-2,e3e2 #-2,f1e2 #-1,f1d3 #-1,f1c4 #-1,f1b5 #-1,f1a6 #-1"
QHsGz,r1b1kb1r/ppp1n2p/n7/3NPp1q/3P2p1/1BP3P1/PP6/R1BQKN2 w Qkq - 1 15,1401,+252,g8e7 -564,+564,"d5f6 +564,b3a4 -46,d5f4 -244,c1f4 -300,d5e7 -301,f1e3 -314,c3c4 -317,e1f2 -334,c1e3 -342,a2a4 -342,d1f3 -354,c1d2 -358,a1b1 -360,b3c4 -366,a2a3 -366,e5e6 -368,d1e2 -375,d1d3 -377,d1c2 -383,d5e3 -387,e1e2 -389,d1d2 -400,d5b4 -403,e1d2 -419,d1g4 -422,d5c7 -440,f1d2 -462,c1g5 -488,c1h6 -494,d5b6 -505,f1h2 -510,b3c2 -530"
QHwfk,7R/pp2k3/1np1r3/5pP1/3P1P2/1p6/P3r3/1K5R w - - 3 39,1065,0,f8e7 #-3,#+3,"h1h7 #+3,h8h7 -400,a2b3 -425,h8b8 -478,d4d5 -503,h1h4 -507,h1h2 -520,g5g6 -533,h8g8 -537,h1h3 -575,h1h5 -624,h8h3 -652,h1d1 -653,h1h6 -683,h8h6 -696,h8h2 -765,h8a8 -909,h8h4 -1286,h8c8 #-44,h8e8 #-41,h8h5 #-37,a2a4 #-37,h1c1 #-34,h1g1 #-34,h8d8 #-34,h8f8 #-28,b1c1 #-26,b1a1 #-26,h1f1 #-26,a2a3 #-16,h1e1 #-8"
QHxkR,4B3/8/1p3k1P/p1p2Pp1/P1P2bK1/8/8/8 w - - 1 40,2428,-3,c1f4 -532,+532,"h6h7 +532,e8c6 +3,e8g6 +3,e8b5 +3,e8d7 +3,e8h5 +3,g4h5 +3,g4h3 0,g4f3 0,e8f7 -639"
QHoCO,6rk/2q4p/3pprBQ/1p1b4/p6R/2P2P1K/PP4P1/4R3 w - - 0 33,1055,-428,f8f6 #-2,#+2,"h6h7 #+2,g6b1 -435,h4g4 -479,h6e3 -508,e1e2 -523,h3h2 -524,h6d2 -531,g6d3 -539,g6c2 -548,e1g1 -551,h4d4 -553,h6h5 -556,c3c4 -558,h6c1 -564,g6h7 -577,h4e4 -619,h4b4 -621,e1e5 -626,h4f4 -636,e1e6 -637,e1e4 -642,e1f1 -646,e1e3 -648,h6f4 -661,g6f7 -666,e1d1 -686,b2b3 -693,g6e8 -694,a2a3 -700,g6e4 -718,h3g3 -725,h6g5 -725,h6f8 -725,h4h5 -744,b2b4 -745,e1a1 -764,g2g3 -789,e1h1 -789,e1c1 -793,e1b1 -793,g6h5 -846,g2g4 -857,g6f5 -899,h4c4 -958,h3g4 #-29,f3f4 #-23,h4a4 #-22,h6g7 #-10"
QHvnr,r3kb1r/pp1n1ppp/2p1pn2/1N6/1q1N4/7P/P1PPQPP1/R1B2RK1 w kq - 0 12,2365,+228,a5b4 -256,+256,"b5c7 +256,d4e6 -39,d4c6 -87,c1a3 -120,a2a3 -147,c2c3 -294,a1b1 -326,a2a4 -375,c2c4 -383,e2d3 -390,f1e1 -400,e2f3 -407,g2g4 -414,d2d3 -420,c1b2 -423,f1d1 -426,h3h4 -432,f2f4 -435,g2g3 -436,d4f3 -440,g1h1 -456,g1h2 -465,e2e3 -466,e2e1 -487,b5a3 -487,e2d1 -492,d4b3 -495,f2f3 -499,b5c3 -504,b5d6 -506,e2e6 -517,d4f5 -547,b5a7 -555,e2g4 -583,e2e4 -595,e2h5 -612,e2c4 -625,e2e5 -651"
